preference_key,movie_title,star_cast,rating,year,place,vote,link
3,Monty Python y el santo grial,"Terry Gilliam (dir.), Graham Chapman, John Cleese",8.14470311693923,1975,147,,/title/tt0071853/
4,Sin lugar para los débiles,"Ethan Coen (dir.), Tommy Lee Jones, Javier Bardem",8.14067978147185,2007,148,,/title/tt0477348/
1,El gran escape,"John Sturges (dir.), Steve McQueen, James Garner",8.139294477278401,1963,149,,/title/tt0057115/
2,Kill Bill La venganza (volumen 1),"Quentin Tarantino (dir.), Uma Thurman, David Carradine",8.139254741573566,volumen 1,150,,/title/tt0266697/
3,Rashomon,"Akira Kurosawa (dir.), Toshirô Mifune, Machiko Kyô",8.137136180498155,1950,151,,/title/tt0042876/
4,La cosa del otro mundo,"John Carpenter (dir.), Kurt Russell, Wilford Brimley",8.134710631426035,1982,152,,/title/tt0084787/
1,Spider-Man: Sin camino a casa,"Jon Watts (dir.), Tom Holland, Zendaya",8.131975844870095,2021,153,,/title/tt10872600/
2,Buscando a Nemo,"Andrew Stanton (dir.), Albert Brooks, Ellen DeGeneres",8.131206134454125,2003,154,,/title/tt0266543/
3,El hombre elefante,"David Lynch (dir.), Anthony Hopkins, John Hurt",8.126391891660946,1980,155,,/title/tt0080678/
4,Barrio Chino,"Roman Polanski (dir.), Jack Nicholson, Faye Dunaway",8.125044512391174,1974,156,,/title/tt0071315/
1,Toro salvaje,"Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty",8.122273631174826,1980,157,,/title/tt0081398/
2,V de venganza,"James McTeigue (dir.), Hugo Weaving, Natalie Portman",8.12206623470269,2005,158,,/title/tt0434409/
3,Lo que el viento se llevó,"Victor Fleming (dir.), Clark Gable, Vivien Leigh",8.121179548623866,1939,159,,/title/tt0031381/
4,"Juegos, trampas y dos pistolas humeantes","Guy Ritchie (dir.), Jason Flemyng, Dexter Fletcher",8.119654756765685,1998,160,,/title/tt0120735/
1,Con M de Muerte,"Alfred Hitchcock (dir.), Ray Milland, Grace Kelly",8.119293769104575,1954,161,,/title/tt0046912/
2,Intensa Mente,"Pete Docter (dir.), Amy Poehler, Bill Hader",8.119171349042013,2015,162,,/title/tt2096673/
3,El secreto de sus ojos,"Juan José Campanella (dir.), Ricardo Darín, Soledad Villamil",8.117850442078815,2009,163,,/title/tt1305806/
4,El increíble castillo vagabundo,"Hayao Miyazaki (dir.), Chieko Baisho, Takuya Kimura",8.11763244635545,2004,164,,/title/tt0347149/
1,Tres anuncios por un crimen,"Martin McDonagh (dir.), Frances McDormand, Woody Harrelson",8.111255379492492,2017,165,,/title/tt5027774/
2,La vida en el abismo,"Danny Boyle (dir.), Ewan McGregor, Ewen Bremner",8.110141935425512,1996,166,,/title/tt0117951/
3,El puente sobre el río Kwai,"David Lean (dir.), William Holden, Alec Guinness",8.109899010325783,1957,167,,/title/tt0050212/
4,Intriga,"Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal",8.107729583247293,2013,168,,/title/tt1392214/
1,Fargo Secuestro voluntario,"Joel Coen (dir.), William H. Macy, Frances McDormand",8.102304126397591,1996,169,,/title/tt0116282/
2,La última pelea,"Gavin O'Connor (dir.), Tom Hardy, Nick Nolte",8.10228512130213,2011,170,,/title/tt1291584/
3,John Wick 4,"Chad Stahelski (dir.), Keanu Reeves, Laurence Fishburne",8.10177975904711,2023,171,,/title/tt10366206/
4,Gran Torino,"Clint Eastwood (dir.), Clint Eastwood, Bee Vang",8.099815688762183,2008,172,,/title/tt1205489/
1,Atrápame si puedes,"Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks",8.092008534854001,2002,173,,/title/tt0264464/
2,Mi vecino Totoro,"Hayao Miyazaki (dir.), Hitoshi Takagi, Noriko Hidaka",8.091716802980997,1988,174,,/title/tt0096283/
3,Golpes del destino,"Clint Eastwood (dir.), Hilary Swank, Clint Eastwood",8.088382321618823,2004,175,,/title/tt0405159/
4,Los niños del cielo,"Majid Majidi (dir.), Mohammad Amir Naji, Amir Farrokh Hashemian",8.08627997182585,1997,176,,/title/tt0118849/
1,Blade Runner,"Ridley Scott (dir.), Harrison Ford, Rutger Hauer",8.08452428132194,1982,177,,/title/tt0083658/
2,La quimera del oro,"Charles Chaplin (dir.), Charles Chaplin, Mack Swain",8.084019128634406,1925,178,,/title/tt0015864/
3,Klaus,"Sergio Pablos (dir.), Jason Schwartzman, J.K. Simmons",8.082437181775688,2019,179,,/title/tt4729430/
4,Harry Potter y las reliquias de la muerte (parte 2),"David Yates (dir.), Daniel Radcliffe, Emma Watson",8.081220368919853,parte 2,180,,/title/tt1201607/
1,Antes del amanecer,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.081030900125766,1995,181,,/title/tt0112471/
2,12 años esclavo,"Steve McQueen (dir.), Chiwetel Ejiofor, Michael Kenneth Williams",8.080418346601489,2013,182,,/title/tt2024544/
3,Ben-Hur,"William Wyler (dir.), Charlton Heston, Jack Hawkins",8.078747716861518,1959,183,,/title/tt0052618/
4,Nido de ratas,"Elia Kazan (dir.), Marlon Brando, Karl Malden",8.078262735711302,1954,184,,/title/tt0047296/
1,El gran hotel Budapest,"Wes Anderson (dir.), Ralph Fiennes, F. Murray Abraham",8.077906134814642,2014,185,,/title/tt2278388/
2,Perdida,"David Fincher (dir.), Ben Affleck, Rosamund Pike",8.077070197342541,2014,186,,/title/tt2267998/
3,Fresas silvestres,"Ingmar Bergman (dir.), Victor Sjöström, Bibi Andersson",8.075057015034577,1957,187,,/title/tt0050986/
4,La General,"Clyde Bruckman (dir.), Buster Keaton, Marion Mack",8.074697722682728,1926,188,,/title/tt0017925/
1,Barry Lyndon,"Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson",8.07410902980175,1975,189,,/title/tt0072684/
2,En el nombre del padre,"Jim Sheridan (dir.), Daniel Day-Lewis, Pete Postlethwaite",8.073367018228224,1993,190,,/title/tt0107207/
3,El francotirador,"Michael Cimino (dir.), Robert De Niro, Christopher Walken",8.072980384179784,1978,191,,/title/tt0077416/
4,El tercer hombre,"Carol Reed (dir.), Orson Welles, Joseph Cotten",8.071959569503653,1949,192,,/title/tt0041959/
1,Hasta el último hombre,"Mel Gibson (dir.), Andrew Garfield, Sam Worthington",8.07151563753468,2016,193,,/title/tt2119532/
2,El salario del miedo,"Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel",8.06960088839039,1953,194,,/title/tt0046268/
3,Salinui chueok,"Bong Joon Ho (dir.), Song Kang-ho, Kim Sang-kyung",8.069218675213602,2003,195,,/title/tt0353969/
4,Relatos salvajes,"Damián Szifron (dir.), Darío Grandinetti, María Marull",8.067533938140498,2014,196,,/title/tt3011894/
1,Sherlock Jr,"Buster Keaton (dir.), Buster Keaton, Kathryn McGuire",8.067433277439527,1924,197,,/title/tt0015324/
2,Caballero sin espada,"Frank Capra (dir.), James Stewart, Jean Arthur",8.066119613082659,1939,198,,/title/tt0031679/
3,Mad Max: Furia en el camino,"George Miller (dir.), Tom Hardy, Charlize Theron",8.06366281607155,2015,199,,/title/tt1392190/
4,Mary and Max,"Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman",8.062512163429977,2009,200,,/title/tt0978762/
1,El séptimo sello,"Ingmar Bergman (dir.), Max von Sydow, Gunnar Björnstrand",8.061696041775887,1957,201,,/title/tt0050976/
2,Cómo entrenar a tu dragón,"Dean DeBlois (dir.), Jay Baruchel, Gerard Butler",8.061396320075522,2010,202,,/title/tt0892769/
3,"Monsters, Inc","Pete Docter (dir.), Billy Crystal, John Goodman",8.060877039312379,2001,203,,/title/tt0198781/
4,La sociedad de los poetas muertos,"Peter Weir (dir.), Robin Williams, Robert Sean Leonard",8.06057219219184,1989,204,,/title/tt0097165/
1,Tiburón,"Steven Spielberg (dir.), Roy Scheider, Robert Shaw",8.059939249581905,1975,205,,/title/tt0073195/
2,Room,"Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay",8.059183217237882,2015,206,,/title/tt3170832/
3,Identidad peligrosa,"Joel Coen (dir.), Jeff Bridges, John Goodman",8.057659110091686,1998,207,,/title/tt0118715/
4,Cuentos de Tokio,"Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama",8.055362172192547,1953,208,,/title/tt0046438/
1,La pasión de Juana de Arco,"Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain",8.051483999413778,1928,209,,/title/tt0019254/
2,Contra lo imposible,"James Mangold (dir.), Matt Damon, Christian Bale",8.050221216465562,2019,210,,/title/tt1950186/
3,Hotel Ruanda,"Terry George (dir.), Don Cheadle, Sophie Okonedo",8.048177645508257,2004,211,,/title/tt0395169/
4,Rocky,"John G. Avildsen (dir.), Sylvester Stallone, Talia Shire",8.046682708517736,1976,212,,/title/tt0075148/
1,Pelotón,"Oliver Stone (dir.), Charlie Sheen, Tom Berenger",8.043846082520759,1986,213,,/title/tt0091763/
2,Ratatouille,"Brad Bird (dir.), Brad Garrett, Lou Romano",8.043602618625211,2007,214,,/title/tt0382932/
3,En primera plana,"Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton",8.041029455121794,2015,215,,/title/tt1895587/
4,Logan Wolverine,"James Mangold (dir.), Hugh Jackman, Patrick Stewart",8.040624618656013,2017,216,,/title/tt3315342/
1,Terminator,"James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton",8.040207995930643,1984,217,,/title/tt0088247/
2,Cuenta conmigo,"Rob Reiner (dir.), Wil Wheaton, River Phoenix",8.03647152700315,1986,218,,/title/tt0092005/
3,Rush: Pasión y gloria,"Ron Howard (dir.), Daniel Brühl, Chris Hemsworth",8.03498272042605,2013,219,,/title/tt1979320/
4,Poder que mata,"Sidney Lumet (dir.), Faye Dunaway, William Holden",8.034283505096498,1976,220,,/title/tt0074958/
1,Antes del atardecer,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.03294758392266,2004,221,,/title/tt0381681/
2,Camino salvaje,"Sean Penn (dir.), Emile Hirsch, Vince Vaughn",8.03092892079974,2007,222,,/title/tt0758758/
3,El mago de Oz,"Victor Fleming (dir.), Judy Garland, Frank Morgan",8.030233666682896,1939,223,,/title/tt0032138/
4,Los mejores años de nuestras vidas,"William Wyler (dir.), Myrna Loy, Dana Andrews",8.028467099415964,1946,224,,/title/tt0036868/
1,El exorcista,"William Friedkin (dir.), Ellen Burstyn, Max von Sydow",8.026648359542436,1973,225,,/title/tt0070047/
2,Hechizo del tiempo,"Harold Ramis (dir.), Bill Murray, Andie MacDowell",8.026587011063649,1993,226,,/title/tt0107048/
3,Los increíbles,"Brad Bird (dir.), Craig T. Nelson, Samuel L. Jackson",8.025034496281028,2004,227,,/title/tt0317705/
4,El odio,"Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé",8.024349883237877,1995,228,,/title/tt0113247/
1,Ser o no ser,"Ernst Lubitsch (dir.), Carole Lombard, Jack Benny",8.024256261153964,1942,229,,/title/tt0035446/
2,Piratas del Caribe: La maldición del Perla Negra,"Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush",8.023576066326516,2003,230,,/title/tt0325980/
3,La canción del camino,"Satyajit Ray (dir.), Kanu Bannerjee, Karuna Bannerjee",8.023407686971895,1955,231,,/title/tt0048473/
4,Siempre a tu lado,"Lasse Hallström (dir.), Richard Gere, Joan Allen",8.022229198999835,2009,232,,/title/tt1028532/
1,La batalla de Argel,"Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin",8.022075980453337,1966,233,,/title/tt0058946/
2,Las viñas de la ira,"John Ford (dir.), Henry Fonda, Jane Darwell",8.021976158424481,1940,234,,/title/tt0032551/
3,Jai Bhim,"T.J. Gnanavel (dir.), Suriya, Lijo Mol Jose",8.021709398437768,2021,235,,/title/tt15097216/
4,Babam ve Oglum,"Çagan Irmak (dir.), Çetin Tekindor, Fikret Kuskan",8.02030235578854,2005,236,,/title/tt0476735/
1,Amores perros,"Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal",8.019457387514745,2000,237,,/title/tt0245712/
2,"Rebeca, una mujer inolvidable","Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine",8.018515823976923,1940,238,,/title/tt0032976/
3,La leyenda del indomable,"Stuart Rosenberg (dir.), Paul Newman, George Kennedy",8.017718338908018,1967,239,,/title/tt0061512/
4,The Handmaiden,"Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo",8.017669196183398,2016,240,,/title/tt4016934/
1,Los 400 golpes,"François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy",8.013297433450168,1959,241,,/title/tt0053198/
2,La novicia rebelde,"Robert Wise (dir.), Julie Andrews, Christopher Plummer",8.013210180865073,1965,242,,/title/tt0059742/
3,Sucedió una noche,"Frank Capra (dir.), Clark Gable, Claudette Colbert",8.012521908231239,1934,243,,/title/tt0025316/
4,Persona,"Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann",8.01063173425003,1966,244,,/title/tt0060827/
1,La vida de Brian,"Terry Jones (dir.), Graham Chapman, John Cleese",8.008772432525996,1979,245,,/title/tt0079470/
2,El gigante de hierro,"Brad Bird (dir.), Eli Marienthal, Harry Connick Jr.",8.006117733190676,1999,246,,/title/tt0129167/
3,Historias cruzadas,"Tate Taylor (dir.), Viola Davis, Emma Stone",8.005721240403718,2011,247,,/title/tt1454029/
4,Aladdín,"Ron Clements (dir.), Scott Weinger, Robin Williams",8.003724513058009,1992,248,,/title/tt0103639/
1,Dersu Uzala,"Akira Kurosawa (dir.), Maksim Munzuk, Yuriy Solomin",8.003078483939774,1975,249,,/title/tt0071411/
2,Danza con lobos,"Kevin Costner (dir.), Kevin Costner, Mary McDonnell",8.00154785109977,1990,250,,/title/tt0099348/
